Player,Opp,PassYds,PassTD,Int,RushYds,RushTD,Rec,RecYds,RecTD,RetTD,FumTD,TwoPt,Lost,Points,Week,Name,_position,_team
Josh AllenQB - BUF,BAL,238.18,1.7,0.69,31.93,0.63,0,0,0,0,0.0,0,0.19,21.54,1,Josh Allen,QB,BUF
Jayden DanielsQB - WAS,NYG,232.47,1.62,0.69,47.14,0.37,0,0,0,0,0.0,0,0.19,20.95,1,Jayden Daniels,QB,WAS
Lamar JacksonQB - BAL,@BUF,217.68,1.8,0.54,47.15,0.23,0,0,0,0,0.06,0,0.24,20.8,1,Lamar Jackson,QB,BAL
Jalen HurtsQB - PHI,DAL,208.32,1.32,0.57,33.53,0.88,0,0,0,0,0.0,0,0.19,20.73,1,Jalen Hurts,QB,PHI
Joe BurrowQB - CIN,@CLE,271.12,2.09,0.68,9.65,0.12,0,0,0,0,0.0,0,0.18,19.17,1,Joe Burrow,QB,CIN
Baker MayfieldQB - TB,@ATL,252.63,1.96,0.82,15.87,0.17,0,0,0,0,0.06,0,0.25,18.77,1,Baker Mayfield,QB,TB
Patrick MahomesQB - KC,@LAC,258.74,1.96,0.74,16.12,0.1,0,0,0,0,0.0,0,0.12,18.68,1,Patrick Mahomes,QB,KC
Bo NixQB - DEN,TEN,231.77,1.64,0.73,24.36,0.24,0,0,0,0,0.0,0,0.18,17.89,1,Bo Nix,QB,DEN
Kyler MurrayQB - ARI,@NO,218.24,1.45,0.66,31.24,0.28,0,0,0,0,0.0,0,0.18,17.65,1,Kyler Murray,QB,ARI
Drake MayeQB - NEView News,LV,210.54,1.4,0.73,32.55,0.28,0,0,0,0,0.06,0,0.23,17.4,1,Drake Maye,QB,NE
Brock PurdyQB - SFView News,@SEA,241.63,1.67,0.72,14.89,0.18,0,0,0,0,0.0,0,0.12,17.23,1,Brock Purdy,QB,SF
Trevor LawrenceQB - JAXView News,CAR,242.05,1.58,0.79,15.46,0.18,0,0,0,0,0.06,0,0.24,16.93,1,Trevor Lawrence,QB,JAX
J.J. McCarthyQB - MIN,@CHI,229.3,1.52,0.73,20.14,0.21,0,0,0,0,0.0,0,0.17,16.73,1,J.J. McCarthy,QB,MIN
Jordan LoveQB - GBQView News,DET,242.69,1.68,0.75,10.49,0.13,0,0,0,0,0.0,0,0.19,16.38,1,Jordan Love,QB,GBQ
Caleb WilliamsQB - CHI,MIN,213.66,1.35,0.71,22.49,0.23,0,0,0,0,0.06,0,0.24,16.04,1,Caleb Williams,QB,CHI
Jared GoffQB - DET,@GB,248.75,1.65,0.65,3.72,0.06,0,0,0,0,0.0,0,0.18,15.62,1,Jared Goff,QB,DET
Justin HerbertQB - LACView News,KC,212.15,1.42,0.51,14.37,0.17,0,0,0,0,0.0,0,0.11,15.38,1,Justin Herbert,QB,LAC
C.J. StroudQB - HOU,@LAR,225.36,1.55,0.69,11.2,0.11,0,0,0,0,0.0,0,0.17,15.27,1,C.J. Stroud,QB,HOU
Dak PrescottQB - DAL,@PHI,225.25,1.56,0.67,7.88,0.11,0,0,0,0,0.0,0,0.17,15.02,1,Dak Prescott,QB,DAL
Matthew StaffordQB - LARQView News,HOU,236.0,1.57,0.75,2.28,0.06,0,0,0,0,0.0,0,0.13,14.55,1,Matthew Stafford,QB,LARQ
Bryce YoungQB - CAR,@JAX,195.8,1.19,0.65,18.45,0.25,0,0,0,0,0.05,0,0.22,14.5,1,Bryce Young,QB,CAR
Justin FieldsQB - NYJView News,PIT,159.18,0.86,0.59,40.78,0.35,0,0,0,0,0.0,0,0.26,14.29,1,Justin Fields,QB,NYJ
Tua TagovailoaQB - MIA,@IND,229.74,1.5,0.69,4.48,0.05,0,0,0,0,0.0,0,0.17,14.22,1,Tua Tagovailoa,QB,MIA
Michael Penix Jr.QB - ATL,TB,214.3,1.37,0.71,11.72,0.12,0,0,0,0,0.0,0,0.18,14.16,1,Michael Penix Jr.,QB,ATL
Sam DarnoldQB - SEA,SF,213.6,1.28,0.81,11.57,0.12,0,0,0,0,0.0,0,0.17,13.58,1,Sam Darnold,QB,SEA
Sam DarnoldQB - SEA,SF,213.6,1.28,0.81,11.57,0.12,0,0,0,0,0.0,0,0.17,13.58,1,Sam Darnold,QB,SEA
Russell WilsonQB - NYGView News,@WAS,203.62,1.22,0.61,12.05,0.14,0,0,0,0,0.0,0,0.17,13.51,1,Russell Wilson,QB,NYG
Geno SmithQB - LVView News,@NE,206.34,1.24,0.73,11.28,0.11,0,0,0,0,0.0,0,0.17,13.2,1,Geno Smith,QB,LV
Cam WardQB - TEN,@DEN,179.42,1.06,0.74,20.8,0.16,0,0,0,0,0.05,0,0.21,12.86,1,Cam Ward,QB,TEN
Aaron RodgersQB - PIT,@NYJ,203.69,1.21,0.6,7.23,0.08,0,0,0,0,0.0,0,0.11,12.77,1,Aaron Rodgers,QB,PIT
Joe FlaccoQB - CLEView News,CIN,224.72,1.21,0.99,3.92,0.06,0,0,0,0,0.0,0,0.33,11.94,1,Joe Flacco,QB,CLE
Anthony RichardsonQB - IND,MIA,97.71,0.56,0.4,17.25,0.18,0,0,0,0,0.06,0,0.14,8.23,1,Anthony Richardson,QB,IND
Daniel JonesQB - IND,MIA,100.94,0.5,0.39,14.13,0.13,0,0,0,0,0.0,0,0.14,7.17,1,Daniel Jones,QB,IND
Tyler ShoughQB - NO,ARI,95.04,0.51,0.43,11.35,0.11,0,0,0,0,0.07,0,0.12,6.96,1,Tyler Shough,QB,NO
Spencer RattlerQB - NO,ARI,93.81,0.44,0.37,10.39,0.08,0,0,0,0,0.0,0,0.07,6.15,1,Spencer Rattler,QB,NO
Jalen MilroeQB - SEA,SF,1.95,0.01,0.01,2.59,0.03,0,0,0,0,0.0,0,0.01,0.52,1,Jalen Milroe,QB,SEA
Brandon AllenQB - TEN,@DEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Brandon Allen,QB,TEN
Kyle AllenQB - DETView News,@GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Kyle Allen,QB,DET
Tyson BagentQB - CHI,MIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Tyson Bagent,QB,CHI
Jason BeanQB - IND,MIA,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Jason Bean,QB,IND
Stetson BennettQB - LARView News,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Stetson Bennett,QB,LAR
Carter BradleyQB - SF,@SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Carter Bradley,QB,SF
Teddy BridgewaterQB - TBView News,@ATL,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Teddy Bridgewater,QB,TB
Jacoby BrissettQB - ARIView News,@NO,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Jacoby Brissett,QB,ARI
Max BrosmerQB - MINView News,@CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Max Brosmer,QB,MIN
Jake BrowningQB - CIN,@CLE,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Jake Browning,QB,CIN
Shane BuecheleQB - BUF,BAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Shane Buechele,QB,BUF
Sean CliffordQB - GB,DET,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Sean Clifford,QB,GB
Brady CookQB - NYJ,PIT,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Brady Cook,QB,NYJ
Kirk CousinsQB - ATL,TB,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,Kirk Cousins,QB,ATL
Lamar JacksonQB - BAL,CLE,213.22,1.77,0.53,44.78,0.24,0,0,0,0,0.06,0,0.24,20.35,2,Lamar Jackson,QB,BAL
Josh AllenQB - BUF,@NYJ,222.53,1.59,0.65,29.83,0.59,0,0,0,0,0.0,0,0.18,20.12,2,Josh Allen,QB,BUF
Jayden DanielsQB - WAS,@GB,219.0,1.53,0.65,44.41,0.35,0,0,0,0,0.0,0,0.18,19.76,2,Jayden Daniels,QB,WAS
Jalen HurtsQB - PHI,@KC,194.63,1.23,0.53,31.33,0.82,0,0,0,0,0.0,0,0.18,19.34,2,Jalen Hurts,QB,PHI
Joe BurrowQB - CIN,JAX,259.71,2.0,0.65,9.24,0.12,0,0,0,0,0.0,0,0.18,18.37,2,Joe Burrow,QB,CIN
Baker MayfieldQB - TB,@HOU,243.02,1.88,0.79,15.27,0.16,0,0,0,0,0.06,0,0.24,18.03,2,Baker Mayfield,QB,TB
Patrick MahomesQB - KC,PHI,248.76,1.82,0.71,15.94,0.12,0,0,0,0,0.0,0,0.12,17.88,2,Patrick Mahomes,QB,KC
Drake MayeQB - NEView News,@MIA,210.54,1.4,0.73,32.55,0.28,0,0,0,0,0.06,0,0.23,17.4,2,Drake Maye,QB,NE
Bo NixQB - DEN,@IND,223.9,1.59,0.71,23.53,0.23,0,0,0,0,0.0,0,0.18,17.27,2,Bo Nix,QB,DEN
Kyler MurrayQB - ARI,CAR,212.63,1.41,0.65,30.43,0.28,0,0,0,0,0.0,0,0.17,17.23,2,Kyler Murray,QB,ARI
Brock PurdyQB - SFView News,@NO,238.48,1.65,0.71,14.7,0.18,0,0,0,0,0.0,0,0.12,17.03,2,Brock Purdy,QB,SF
J.J. McCarthyQB - MIN,ATL,230.31,1.53,0.74,20.23,0.21,0,0,0,0,0.0,0,0.17,16.8,2,J.J. McCarthy,QB,MIN
Trevor LawrenceQB - JAXView News,@CIN,236.85,1.54,0.77,15.13,0.18,0,0,0,0,0.06,0,0.24,16.57,2,Trevor Lawrence,QB,JAX
Caleb WilliamsQB - CHI,@DET,216.98,1.39,0.69,22.49,0.23,0,0,0,0,0.06,0,0.23,16.39,2,Caleb Williams,QB,CHI
Justin HerbertQB - LACView News,@LV,219.88,1.47,0.53,14.89,0.18,0,0,0,0,0.0,0,0.12,15.94,2,Justin Herbert,QB,LAC
Dak PrescottQB - DAL,NYG,237.8,1.65,0.71,8.32,0.12,0,0,0,0,0.0,0,0.18,15.88,2,Dak Prescott,QB,DAL
C.J. StroudQB - HOU,TB,231.46,1.59,0.71,11.5,0.12,0,0,0,0,0.0,0,0.18,15.71,2,C.J. Stroud,QB,HOU
Justin FieldsQB - NYJView News,BUF,174.52,0.94,0.65,44.71,0.38,0,0,0,0,0.0,0,0.29,15.61,2,Justin Fields,QB,NYJ
Jared GoffQB - DET,CHI,244.46,1.62,0.64,3.66,0.06,0,0,0,0,0.0,0,0.17,15.36,2,Jared Goff,QB,DET
Jordan LoveQB - GBQView News,WAS,230.09,1.53,0.71,9.96,0.12,0,0,0,0,0.0,0,0.18,15.26,2,Jordan Love,QB,GBQ
Bryce YoungQB - CAR,@ARI,198.41,1.21,0.66,18.7,0.25,0,0,0,0,0.06,0,0.22,14.75,2,Bryce Young,QB,CAR
Cam WardQB - TEN,LAR,198.63,1.18,0.82,23.03,0.18,0,0,0,0,0.06,0,0.24,14.29,2,Cam Ward,QB,TEN
Tua TagovailoaQB - MIA,NE,230.76,1.51,0.7,4.5,0.05,0,0,0,0,0.0,0,0.17,14.28,2,Tua Tagovailoa,QB,MIA
Matthew StaffordQB - LARQView News,@TEN,229.94,1.53,0.73,2.22,0.06,0,0,0,0,0.0,0,0.12,14.2,2,Matthew Stafford,QB,LARQ
Michael Penix Jr.QB - ATL,@MIN,212.43,1.35,0.71,11.62,0.12,0,0,0,0,0.0,0,0.18,14.0,2,Michael Penix Jr.,QB,ATL
Michael Penix Jr.QB - ATL,@MIN,212.43,1.35,0.71,11.62,0.12,0,0,0,0,0.0,0,0.18,14.0,2,Michael Penix Jr.,QB,ATL
Geno SmithQB - LVView News,LAC,215.83,1.29,0.76,11.8,0.12,0,0,0,0,0.0,0,0.18,13.81,2,Geno Smith,QB,LV
Sam DarnoldQB - SEA,@PIT,216.46,1.3,0.82,11.73,0.12,0,0,0,0,0.0,0,0.18,13.75,2,Sam Darnold,QB,SEA
Russell WilsonQB - NYGView News,@DAL,213.17,1.27,0.63,9.9,0.12,0,0,0,0,0.0,0,0.18,13.7,2,Russell Wilson,QB,NYG
Aaron RodgersQB - PIT,SEA,211.11,1.25,0.63,7.5,0.09,0,0,0,0,0.0,0,0.12,13.23,2,Aaron Rodgers,QB,PIT
Joe FlaccoQB - CLEView News,@BAL,234.9,1.28,1.04,4.16,0.06,0,0,0,0,0.0,0,0.25,12.71,2,Joe Flacco,QB,CLE
Anthony RichardsonQB - IND,DEN,94.85,0.56,0.39,25.2,0.3,0,0,0,0,0.06,0,0.12,9.69,2,Anthony Richardson,QB,IND
Tyler ShoughQB - NO,SF,102.72,0.55,0.47,12.27,0.14,0,0,0,0,0.04,0,0.13,7.42,2,Tyler Shough,QB,NO
Daniel JonesQB - IND,DEN,107.99,0.56,0.44,12.5,0.11,0,0,0,0,0.0,0,0.2,7.19,2,Daniel Jones,QB,IND
Spencer RattlerQB - NO,SF,101.4,0.52,0.39,11.71,0.14,0,0,0,0,0.0,0,0.13,7.11,2,Spencer Rattler,QB,NO
Jalen MilroeQB - SEA,@PIT,1.97,0.01,0.01,2.63,0.03,0,0,0,0,0.0,0,0.01,0.52,2,Jalen Milroe,QB,SEA
Brandon AllenQB - TEN,LAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Brandon Allen,QB,TEN
Kyle AllenQB - DETView News,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Kyle Allen,QB,DET
Tyson BagentQB - CHI,@DET,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Tyson Bagent,QB,CHI
Jason BeanQB - IND,DEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Jason Bean,QB,IND
Stetson BennettQB - LARView News,@TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Stetson Bennett,QB,LAR
Carter BradleyQB - SF,@NO,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Carter Bradley,QB,SF
Teddy BridgewaterQB - TBView News,@HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Teddy Bridgewater,QB,TB
Jacoby BrissettQB - ARIView News,CAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Jacoby Brissett,QB,ARI
Max BrosmerQB - MINView News,ATL,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Max Brosmer,QB,MIN
Jake BrowningQB - CIN,JAX,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Jake Browning,QB,CIN
Shane BuecheleQB - BUF,@NYJ,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Shane Buechele,QB,BUF
Sean CliffordQB - GB,WAS,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Sean Clifford,QB,GB
Brady CookQB - NYJ,BUF,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Brady Cook,QB,NYJ
Kirk CousinsQB - ATL,@MIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,Kirk Cousins,QB,ATL
Lamar JacksonQB - BAL,DET,213.22,1.77,0.53,44.78,0.24,0,0,0,0,0.06,0,0.24,20.35,3,Lamar Jackson,QB,BAL
Josh AllenQB - BUF,MIA,222.53,1.59,0.65,29.83,0.59,0,0,0,0,0.0,0,0.18,20.12,3,Josh Allen,QB,BUF
Jayden DanielsQB - WAS,LV,219.0,1.53,0.65,44.41,0.35,0,0,0,0,0.0,0,0.18,19.76,3,Jayden Daniels,QB,WAS
Jalen HurtsQB - PHI,LAR,194.63,1.23,0.53,31.33,0.82,0,0,0,0,0.0,0,0.18,19.34,3,Jalen Hurts,QB,PHI
Joe BurrowQB - CIN,@MIN,259.71,2.0,0.65,9.24,0.12,0,0,0,0,0.0,0,0.18,18.37,3,Joe Burrow,QB,CIN
Baker MayfieldQB - TB,NYJ,243.02,1.88,0.79,15.27,0.16,0,0,0,0,0.06,0,0.24,18.03,3,Baker Mayfield,QB,TB
Patrick MahomesQB - KC,@NYG,248.76,1.82,0.71,15.94,0.12,0,0,0,0,0.0,0,0.12,17.88,3,Patrick Mahomes,QB,KC
Drake MayeQB - NEView News,PIT,210.54,1.4,0.73,32.55,0.28,0,0,0,0,0.06,0,0.23,17.4,3,Drake Maye,QB,NE
Bo NixQB - DEN,@LAC,223.9,1.59,0.71,23.53,0.23,0,0,0,0,0.0,0,0.18,17.27,3,Bo Nix,QB,DEN
Kyler MurrayQB - ARI,@SF,212.63,1.41,0.65,30.43,0.28,0,0,0,0,0.0,0,0.17,17.23,3,Kyler Murray,QB,ARI
Brock PurdyQB - SFView News,ARI,238.48,1.65,0.71,14.7,0.18,0,0,0,0,0.0,0,0.12,17.03,3,Brock Purdy,QB,SF
J.J. McCarthyQB - MIN,CIN,230.31,1.53,0.74,20.23,0.21,0,0,0,0,0.0,0,0.17,16.8,3,J.J. McCarthy,QB,MIN
Trevor LawrenceQB - JAXView News,HOU,236.85,1.54,0.77,15.13,0.18,0,0,0,0,0.06,0,0.24,16.57,3,Trevor Lawrence,QB,JAX
Caleb WilliamsQB - CHI,DAL,216.98,1.39,0.69,22.49,0.23,0,0,0,0,0.06,0,0.23,16.39,3,Caleb Williams,QB,CHI
Justin HerbertQB - LACView News,DEN,219.88,1.47,0.53,14.89,0.18,0,0,0,0,0.0,0,0.12,15.94,3,Justin Herbert,QB,LAC
Dak PrescottQB - DAL,@CHI,237.8,1.65,0.71,8.32,0.12,0,0,0,0,0.0,0,0.18,15.88,3,Dak Prescott,QB,DAL
C.J. StroudQB - HOU,@JAX,231.46,1.59,0.71,11.5,0.12,0,0,0,0,0.0,0,0.18,15.71,3,C.J. Stroud,QB,HOU
Justin FieldsQB - NYJView News,@TB,174.52,0.94,0.65,44.71,0.38,0,0,0,0,0.0,0,0.29,15.61,3,Justin Fields,QB,NYJ
Jared GoffQB - DET,@BAL,244.46,1.62,0.64,3.66,0.06,0,0,0,0,0.0,0,0.17,15.36,3,Jared Goff,QB,DET
Jordan LoveQB - GBQView News,@CLE,230.09,1.53,0.71,9.96,0.12,0,0,0,0,0.0,0,0.18,15.26,3,Jordan Love,QB,GBQ
Bryce YoungQB - CAR,ATL,198.41,1.21,0.66,18.7,0.25,0,0,0,0,0.06,0,0.22,14.75,3,Bryce Young,QB,CAR
Cam WardQB - TEN,IND,198.63,1.18,0.82,23.03,0.18,0,0,0,0,0.06,0,0.24,14.29,3,Cam Ward,QB,TEN
Tua TagovailoaQB - MIA,@BUF,230.76,1.51,0.7,4.5,0.05,0,0,0,0,0.0,0,0.17,14.28,3,Tua Tagovailoa,QB,MIA
Matthew StaffordQB - LARQView News,@PHI,229.94,1.53,0.73,2.22,0.06,0,0,0,0,0.0,0,0.12,14.2,3,Matthew Stafford,QB,LARQ
Michael Penix Jr.QB - ATL,@CAR,212.43,1.35,0.71,11.62,0.12,0,0,0,0,0.0,0,0.18,14.0,3,Michael Penix Jr.,QB,ATL
Michael Penix Jr.QB - ATL,@CAR,212.43,1.35,0.71,11.62,0.12,0,0,0,0,0.0,0,0.18,14.0,3,Michael Penix Jr.,QB,ATL
Geno SmithQB - LVView News,@WAS,215.83,1.29,0.76,11.8,0.12,0,0,0,0,0.0,0,0.18,13.81,3,Geno Smith,QB,LV
Sam DarnoldQB - SEA,NO,216.46,1.3,0.82,11.73,0.12,0,0,0,0,0.0,0,0.18,13.75,3,Sam Darnold,QB,SEA
Russell WilsonQB - NYGView News,KC,212.22,1.16,0.58,10.64,0.11,0,0,0,0,0.0,0,0.16,13.37,3,Russell Wilson,QB,NYG
Aaron RodgersQB - PIT,@NE,211.11,1.25,0.63,7.5,0.09,0,0,0,0,0.0,0,0.12,13.23,3,Aaron Rodgers,QB,PIT
Joe FlaccoQB - CLEView News,GB,232.45,1.28,0.86,4.16,0.06,0,0,0,0,0.0,0,0.31,12.85,3,Joe Flacco,QB,CLE
Anthony RichardsonQB - IND,@TEN,95.23,0.56,0.39,25.2,0.23,0,0,0,0,0.06,0,0.11,9.31,3,Anthony Richardson,QB,IND
Tyler ShoughQB - NO,@SEA,102.71,0.55,0.46,12.27,0.14,0,0,0,0,0.04,0,0.13,7.44,3,Tyler Shough,QB,NO
Daniel JonesQB - IND,@TEN,107.98,0.57,0.44,12.5,0.11,0,0,0,0,0.0,0,0.18,7.27,3,Daniel Jones,QB,IND
Spencer RattlerQB - NO,@SEA,101.39,0.51,0.38,11.72,0.14,0,0,0,0,0.0,0,0.13,7.09,3,Spencer Rattler,QB,NO
Jalen MilroeQB - SEA,NO,1.97,0.01,0.01,2.63,0.03,0,0,0,0,0.0,0,0.01,0.52,3,Jalen Milroe,QB,SEA
Brandon AllenQB - TEN,IND,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Brandon Allen,QB,TEN
Kyle AllenQB - DETView News,@BAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Kyle Allen,QB,DET
Tyson BagentQB - CHI,DAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Tyson Bagent,QB,CHI
Jason BeanQB - IND,@TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Jason Bean,QB,IND
Stetson BennettQB - LARView News,@PHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Stetson Bennett,QB,LAR
Carter BradleyQB - SF,ARI,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Carter Bradley,QB,SF
Teddy BridgewaterQB - TBView News,NYJ,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Teddy Bridgewater,QB,TB
Jacoby BrissettQB - ARIView News,@SF,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Jacoby Brissett,QB,ARI
Max BrosmerQB - MINView News,CIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Max Brosmer,QB,MIN
Jake BrowningQB - CIN,@MIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Jake Browning,QB,CIN
Shane BuecheleQB - BUF,MIA,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Shane Buechele,QB,BUF
Sean CliffordQB - GB,@CLE,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Sean Clifford,QB,GB
Brady CookQB - NYJ,@TB,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Brady Cook,QB,NYJ
Kirk CousinsQB - ATL,@CAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,Kirk Cousins,QB,ATL
Lamar JacksonQB - BAL,@KC,213.22,1.77,0.53,44.78,0.24,0,0,0,0,0.06,0,0.24,20.35,4,Lamar Jackson,QB,BAL
Josh AllenQB - BUF,NO,222.53,1.59,0.65,29.83,0.59,0,0,0,0,0.0,0,0.18,20.12,4,Josh Allen,QB,BUF
Jayden DanielsQB - WAS,@ATL,219.0,1.53,0.65,44.41,0.35,0,0,0,0,0.0,0,0.18,19.76,4,Jayden Daniels,QB,WAS
Jalen HurtsQB - PHI,@TB,194.63,1.23,0.53,31.33,0.82,0,0,0,0,0.0,0,0.18,19.34,4,Jalen Hurts,QB,PHI
Joe BurrowQB - CIN,@DEN,259.71,2.0,0.65,9.24,0.12,0,0,0,0,0.0,0,0.18,18.37,4,Joe Burrow,QB,CIN
Baker MayfieldQB - TB,PHI,243.02,1.88,0.79,15.27,0.16,0,0,0,0,0.06,0,0.24,18.03,4,Baker Mayfield,QB,TB
Patrick MahomesQB - KC,BAL,248.76,1.82,0.71,15.94,0.12,0,0,0,0,0.0,0,0.12,17.88,4,Patrick Mahomes,QB,KC
Drake MayeQB - NEView News,CAR,210.54,1.4,0.73,32.55,0.28,0,0,0,0,0.06,0,0.23,17.4,4,Drake Maye,QB,NE
Bo NixQB - DEN,CIN,223.9,1.59,0.71,23.53,0.23,0,0,0,0,0.0,0,0.18,17.27,4,Bo Nix,QB,DEN
Kyler MurrayQB - ARI,SEA,212.63,1.41,0.65,30.43,0.28,0,0,0,0,0.0,0,0.17,17.23,4,Kyler Murray,QB,ARI
Brock PurdyQB - SFView News,JAX,238.48,1.65,0.71,14.7,0.18,0,0,0,0,0.0,0,0.12,17.03,4,Brock Purdy,QB,SF
J.J. McCarthyQB - MIN,@PIT,230.31,1.53,0.74,20.23,0.21,0,0,0,0,0.0,0,0.17,16.8,4,J.J. McCarthy,QB,MIN
Trevor LawrenceQB - JAXView News,@SF,236.85,1.54,0.77,15.13,0.18,0,0,0,0,0.06,0,0.24,16.57,4,Trevor Lawrence,QB,JAX
Caleb WilliamsQB - CHI,@LV,216.98,1.39,0.69,22.49,0.23,0,0,0,0,0.06,0,0.23,16.39,4,Caleb Williams,QB,CHI
Justin HerbertQB - LACView News,@NYG,219.88,1.47,0.53,14.89,0.18,0,0,0,0,0.0,0,0.12,15.94,4,Justin Herbert,QB,LAC
Dak PrescottQB - DAL,GB,237.8,1.65,0.71,8.32,0.12,0,0,0,0,0.0,0,0.18,15.88,4,Dak Prescott,QB,DAL
C.J. StroudQB - HOU,TEN,231.46,1.59,0.71,11.5,0.12,0,0,0,0,0.0,0,0.18,15.71,4,C.J. Stroud,QB,HOU
Justin FieldsQB - NYJView News,@MIA,174.52,0.94,0.65,44.71,0.38,0,0,0,0,0.0,0,0.29,15.61,4,Justin Fields,QB,NYJ
Jared GoffQB - DET,CLE,244.46,1.62,0.64,3.66,0.06,0,0,0,0,0.0,0,0.17,15.36,4,Jared Goff,QB,DET
Jordan LoveQB - GBQView News,@DAL,230.09,1.53,0.71,9.96,0.12,0,0,0,0,0.0,0,0.18,15.26,4,Jordan Love,QB,GBQ
Bryce YoungQB - CAR,@NE,198.41,1.21,0.66,18.7,0.25,0,0,0,0,0.06,0,0.22,14.75,4,Bryce Young,QB,CAR
Cam WardQB - TEN,@HOU,198.63,1.18,0.82,23.03,0.18,0,0,0,0,0.06,0,0.24,14.29,4,Cam Ward,QB,TEN
Tua TagovailoaQB - MIA,NYJ,230.76,1.51,0.7,4.5,0.05,0,0,0,0,0.0,0,0.17,14.28,4,Tua Tagovailoa,QB,MIA
Matthew StaffordQB - LARQView News,IND,229.94,1.53,0.73,2.22,0.06,0,0,0,0,0.0,0,0.12,14.2,4,Matthew Stafford,QB,LARQ
Michael Penix Jr.QB - ATL,WAS,212.43,1.35,0.71,11.62,0.12,0,0,0,0,0.0,0,0.18,14.0,4,Michael Penix Jr.,QB,ATL
Michael Penix Jr.QB - ATL,WAS,212.43,1.35,0.71,11.62,0.12,0,0,0,0,0.0,0,0.18,14.0,4,Michael Penix Jr.,QB,ATL
Geno SmithQB - LVView News,CHI,215.83,1.29,0.76,11.8,0.12,0,0,0,0,0.0,0,0.18,13.81,4,Geno Smith,QB,LV
